frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
15019.7706,-2.3513,-11.4438,-4.4690,-78.4922
15025.6285,-2.3527,-11.4420,-4.4728,-78.5304
15031.4865,-2.3541,-11.4408,-4.4769,-78.5696
15037.3444,-2.3554,-11.4385,-4.4808,-78.6080
15043.2023,-2.3567,-11.4369,-4.4845,-78.6456
15049.0603,-2.3581,-11.4347,-4.4887,-78.6847
15054.9182,-2.3594,-11.4333,-4.4925,-78.7242
15060.7762,-2.3608,-11.4306,-4.4963,-78.7622
15066.6341,-2.3622,-11.4289,-4.5003,-78.8007
15072.4921,-2.3635,-11.4270,-4.5043,-78.8397
15078.3500,-2.3649,-11.4247,-4.5082,-78.8789
15084.2080,-2.3662,-11.4228,-4.5121,-78.9169
15090.0659,-2.3675,-11.4221,-4.5161,-78.9552
15095.9238,-2.3689,-11.4192,-4.5201,-78.9941
15101.7818,-2.3703,-11.4181,-4.5241,-79.0327
15107.6397,-2.3716,-11.4155,-4.5280,-79.0719
15113.4977,-2.3729,-11.4127,-4.5320,-79.1105
15119.3556,-2.3743,-11.4112,-4.5361,-79.1494
15125.2136,-2.3757,-11.4090,-4.5399,-79.1884
15131.0715,-2.3771,-11.4077,-4.5439,-79.2272
15136.9295,-2.3785,-11.4048,-4.5477,-79.2669
15142.7874,-2.3798,-11.4030,-4.5519,-79.3051
15148.6454,-2.3811,-11.4013,-4.5558,-79.3445
15154.5033,-2.3826,-11.3989,-4.5598,-79.3822
15160.3612,-2.3838,-11.3969,-4.5637,-79.4224
15166.2192,-2.3852,-11.3949,-4.5676,-79.4607
15172.0771,-2.3866,-11.3930,-4.5717,-79.4995
15177.9351,-2.3879,-11.3907,-4.5756,-79.5393
15183.7930,-2.3893,-11.3893,-4.5796,-79.5778
15189.6510,-2.3907,-11.3868,-4.5836,-79.6166
15195.5089,-2.3920,-11.3843,-4.5877,-79.6559
15201.3669,-2.3934,-11.3828,-4.5917,-79.6949
15207.2248,-2.3948,-11.3797,-4.5956,-79.7342
15213.0827,-2.3961,-11.3785,-4.5997,-79.7730
15218.9407,-2.3974,-11.3763,-4.6037,-79.8127
15224.7986,-2.3987,-11.3744,-4.6077,-79.8519
15230.6566,-2.4001,-11.3721,-4.6116,-79.8904
15236.5145,-2.4015,-11.3700,-4.6157,-79.9300
15242.3725,-2.4028,-11.3678,-4.6197,-79.9688
15248.2304,-2.4042,-11.3661,-4.6237,-80.0081
15254.0884,-2.4055,-11.3642,-4.6277,-80.0467
15259.9463,-2.4069,-11.3611,-4.6318,-80.0858
15265.8042,-2.4082,-11.3590,-4.6358,-80.1252
15271.6622,-2.4096,-11.3568,-4.6398,-80.1643
15277.5201,-2.4109,-11.3555,-4.6437,-80.2042
15283.3781,-2.4124,-11.3526,-4.6480,-80.2431
15289.2360,-2.4137,-11.3508,-4.6517,-80.2830
15295.0940,-2.4150,-11.3478,-4.6559,-80.3214
15300.9519,-2.4166,-11.3461,-4.6598,-80.3617
15306.8099,-2.4177,-11.3442,-4.6640,-80.4007
15312.6678,-2.4191,-11.3419,-4.6680,-80.4399
15318.5258,-2.4204,-11.3394,-4.6721,-80.4795
15324.3837,-2.4219,-11.3369,-4.6762,-80.5188
15330.2416,-2.4232,-11.3349,-4.6801,-80.5586
15336.0996,-2.4245,-11.3326,-4.6843,-80.5972
15341.9575,-2.4259,-11.3306,-4.6882,-80.6368
15347.8155,-2.4273,-11.3280,-4.6923,-80.6758
15353.6734,-2.4286,-11.3256,-4.6965,-80.7156
15359.5314,-2.4300,-11.3230,-4.7006,-80.7562
15365.3893,-2.4312,-11.3217,-4.7045,-80.7949
15371.2473,-2.4327,-11.3187,-4.7086,-80.8341
15377.1052,-2.4341,-11.3159,-4.7129,-80.8733
15382.9631,-2.4353,-11.3148,-4.7168,-80.9131
15388.8211,-2.4367,-11.3122,-4.7208,-80.9536
15394.6790,-2.4381,-11.3099,-4.7247,-80.9931
15400.5370,-2.4395,-11.3077,-4.7290,-81.0314
15406.3949,-2.4408,-11.3051,-4.7329,-81.0721
15412.2529,-2.4421,-11.3028,-4.7371,-81.1116
15418.1108,-2.4435,-11.3000,-4.7411,-81.1512
15423.9688,-2.4448,-11.2978,-4.7453,-81.1916
15429.8267,-2.4463,-11.2952,-4.7494,-81.2305
15435.6846,-2.4477,-11.2928,-4.7535,-81.2715
15441.5426,-2.4490,-11.2903,-4.7577,-81.3097
15447.4005,-2.4502,-11.2880,-4.7617,-81.3491
15453.2585,-2.4516,-11.2857,-4.7659,-81.3898
15459.1164,-2.4529,-11.2838,-4.7698,-81.4292
15464.9744,-2.4543,-11.2806,-4.7741,-81.4688
15470.8323,-2.4557,-11.2787,-4.7780,-81.5091
15476.6903,-2.4570,-11.2763,-4.7823,-81.5483
15482.5482,-2.4584,-11.2740,-4.7863,-81.5891
15488.4062,-2.4598,-11.2715,-4.7905,-81.6292
15494.2641,-2.4611,-11.2690,-4.7945,-81.6678
15500.1220,-2.4625,-11.2667,-4.7986,-81.7080
15505.9800,-2.4638,-11.2638,-4.8028,-81.7469
15511.8379,-2.4652,-11.2610,-4.8070,-81.7887
15517.6959,-2.4666,-11.2597,-4.8110,-81.8285
15523.5538,-2.4679,-11.2565,-4.8150,-81.8682
15529.4118,-2.4694,-11.2539,-4.8193,-81.9087
15535.2697,-2.4706,-11.2513,-4.8234,-81.9482
15541.1277,-2.4720,-11.2490,-4.8277,-81.9892
15546.9856,-2.4733,-11.2470,-4.8317,-82.0281
15552.8435,-2.4748,-11.2438,-4.8359,-82.0688
15558.7015,-2.4761,-11.2422,-4.8400,-82.1073
15564.5594,-2.4774,-11.2386,-4.8442,-82.1487
15570.4174,-2.4788,-11.2361,-4.8485,-82.1894
15576.2753,-2.4802,-11.2346,-4.8524,-82.2300
15582.1333,-2.4816,-11.2312,-4.8566,-82.2682
15587.9912,-2.4828,-11.2289,-4.8608,-82.3093
15593.8492,-2.4843,-11.2259,-4.8650,-82.3502
15599.7071,-2.4854,-11.2240,-4.8691,-82.3888
15605.5650,-2.4869,-11.2206,-4.8734,-82.4292
15611.4230,-2.4884,-11.2185,-4.8775,-82.4710
15617.2809,-2.4896,-11.2162,-4.8815,-82.5101
15623.1389,-2.4910,-11.2134,-4.8858,-82.5500
15628.9968,-2.4924,-11.2109,-4.8901,-82.5915
15634.8548,-2.4938,-11.2081,-4.8941,-82.6326
15640.7127,-2.4951,-11.2057,-4.8983,-82.6715
15646.5707,-2.4966,-11.2021,-4.9025,-82.7132
15652.4286,-2.4979,-11.1998,-4.9067,-82.7538
15658.2866,-2.4991,-11.1967,-4.9109,-82.7943
15664.1445,-2.5005,-11.1937,-4.9150,-82.8338
15670.0024,-2.5019,-11.1921,-4.9192,-82.8748
15675.8604,-2.5032,-11.1890,-4.9235,-82.9153
15681.7183,-2.5045,-11.1865,-4.9277,-82.9545
15687.5763,-2.5059,-11.1831,-4.9319,-82.9958
15693.4342,-2.5073,-11.1814,-4.9361,-83.0357
15699.2922,-2.5085,-11.1782,-4.9402,-83.0762
15705.1501,-2.5099,-11.1757,-4.9445,-83.1168
15711.0081,-2.5113,-11.1733,-4.9487,-83.1569
15716.8660,-2.5127,-11.1705,-4.9528,-83.1987
15722.7239,-2.5140,-11.1679,-4.9570,-83.2373
15728.5819,-2.5155,-11.1654,-4.9614,-83.2788
15734.4398,-2.5168,-11.1622,-4.9656,-83.3204
15740.2978,-2.5182,-11.1590,-4.9697,-83.3600
15746.1557,-2.5196,-11.1564,-4.9740,-83.4015
15752.0137,-2.5208,-11.1532,-4.9783,-83.4409
15757.8716,-2.5222,-11.1507,-4.9825,-83.4839
15763.7296,-2.5236,-11.1481,-4.9866,-83.5244
15769.5875,-2.5249,-11.1451,-4.9908,-83.5633
15775.4454,-2.5263,-11.1426,-4.9953,-83.6048
15781.3034,-2.5276,-11.1397,-4.9993,-83.6471
15787.1613,-2.5290,-11.1373,-5.0037,-83.6867
15793.0193,-2.5304,-11.1338,-5.0080,-83.7274
15798.8772,-2.5317,-11.1323,-5.0122,-83.7688
15804.7352,-2.5332,-11.1283,-5.0165,-83.8095
15810.5931,-2.5345,-11.1264,-5.0205,-83.8503
15816.4511,-2.5358,-11.1224,-5.0250,-83.8905
15822.3090,-2.5372,-11.1203,-5.0292,-83.9329
15828.1670,-2.5385,-11.1170,-5.0335,-83.9732
15834.0249,-2.5399,-11.1145,-5.0377,-84.0140
15839.8828,-2.5411,-11.1107,-5.0421,-84.0550
15845.7408,-2.5425,-11.1078,-5.0463,-84.0961
15851.5987,-2.5439,-11.1058,-5.0507,-84.1371
15857.4567,-2.5452,-11.1016,-5.0548,-84.1776
15863.3146,-2.5467,-11.1003,-5.0590,-84.2193
15869.1726,-2.5480,-11.0969,-5.0634,-84.2602
15875.0305,-2.5495,-11.0940,-5.0676,-84.3016
15880.8885,-2.5506,-11.0905,-5.0720,-84.3422
15886.7464,-2.5521,-11.0877,-5.0762,-84.3834
15892.6043,-2.5535,-11.0855,-5.0806,-84.4245
15898.4623,-2.5548,-11.0815,-5.0848,-84.4656
15904.3202,-2.5561,-11.0789,-5.0891,-84.5071
15910.1782,-2.5576,-11.0753,-5.0933,-84.5477
15916.0361,-2.5589,-11.0736,-5.0978,-84.5890
15921.8941,-2.5602,-11.0695,-5.1020,-84.6308
15927.7520,-2.5616,-11.0672,-5.1062,-84.6719
15933.6100,-2.5631,-11.0640,-5.1106,-84.7129
15939.4679,-2.5642,-11.0601,-5.1149,-84.7554
15945.3258,-2.5657,-11.0572,-5.1192,-84.7969
15951.1838,-2.5670,-11.0546,-5.1236,-84.8387
15957.0417,-2.5683,-11.0517,-5.1280,-84.8789
15962.8997,-2.5696,-11.0490,-5.1323,-84.9205
15968.7576,-2.5711,-11.0454,-5.1366,-84.9618
15974.6156,-2.5723,-11.0428,-5.1407,-85.0032
15980.4735,-2.5737,-11.0388,-5.1451,-85.0449
15986.3315,-2.5752,-11.0367,-5.1495,-85.0863
15992.1894,-2.5764,-11.0338,-5.1538,-85.1279
15998.0474,-2.5779,-11.0304,-5.1582,-85.1696
16003.9053,-2.5792,-11.0273,-5.1623,-85.2111
16009.7632,-2.5806,-11.0230,-5.1669,-85.2515
16015.6212,-2.5819,-11.0212,-5.1714,-85.2932
16021.4791,-2.5831,-11.0175,-5.1756,-85.3360
16027.3371,-2.5845,-11.0148,-5.1798,-85.3758
16033.1950,-2.5859,-11.0110,-5.1842,-85.4178
16039.0530,-2.5873,-11.0083,-5.1888,-85.4607
16044.9109,-2.5887,-11.0053,-5.1929,-85.5030
16050.7689,-2.5900,-11.0024,-5.1973,-85.5433
16056.6268,-2.5913,-10.9992,-5.2017,-85.5852
16062.4847,-2.5927,-10.9958,-5.2060,-85.6281
16068.3427,-2.5941,-10.9923,-5.2103,-85.6696
16074.2006,-2.5954,-10.9895,-5.2147,-85.7110
16080.0586,-2.5968,-10.9866,-5.2191,-85.7530
16085.9165,-2.5981,-10.9825,-5.2235,-85.7946
16091.7745,-2.5995,-10.9802,-5.2278,-85.8369
16097.6324,-2.6008,-10.9764,-5.2323,-85.8783
16103.4904,-2.6022,-10.9736,-5.2367,-85.9204
16109.3483,-2.6035,-10.9696,-5.2411,-85.9620
16115.2062,-2.6049,-10.9674,-5.2454,-86.0047
16121.0642,-2.6063,-10.9634,-5.2498,-86.0463
16126.9221,-2.6076,-10.9597,-5.2542,-86.0881
16132.7801,-2.6089,-10.9566,-5.2586,-86.1292
16138.6380,-2.6103,-10.9539,-5.2629,-86.1725
16144.4960,-2.6116,-10.9508,-5.2672,-86.2135
16150.3539,-2.6130,-10.9472,-5.2718,-86.2550
16156.2119,-2.6144,-10.9438,-5.2763,-86.2975
16162.0698,-2.6158,-10.9405,-5.2807,-86.3399
16167.9278,-2.6172,-10.9382,-5.2850,-86.3810
16173.7857,-2.6184,-10.9337,-5.2895,-86.4247
16179.6436,-2.6199,-10.9309,-5.2937,-86.4666
16185.5016,-2.6212,-10.9267,-5.2983,-86.5094
16191.3595,-2.6226,-10.9235,-5.3027,-86.5517
16197.2175,-2.6238,-10.9204,-5.3071,-86.5935
16203.0754,-2.6253,-10.9178,-5.3115,-86.6355
16208.9334,-2.6265,-10.9137,-5.3158,-86.6780
16214.7913,-2.6280,-10.9099,-5.3206,-86.7188
16220.6493,-2.6292,-10.9069,-5.3248,-86.7628
16226.5072,-2.6307,-10.9034,-5.3291,-86.8051
16232.3651,-2.6319,-10.9004,-5.3338,-86.8464
16238.2231,-2.6332,-10.8962,-5.3382,-86.8899
16244.0810,-2.6346,-10.8929,-5.3425,-86.9324
16249.9390,-2.6360,-10.8896,-5.3471,-86.9741
16255.7969,-2.6373,-10.8864,-5.3514,-87.0167
16261.6549,-2.6387,-10.8833,-5.3559,-87.0588
16267.5128,-2.6400,-10.8798,-5.3602,-87.1022
16273.3708,-2.6413,-10.8765,-5.3648,-87.1439
16279.2287,-2.6427,-10.8730,-5.3691,-87.1859
16285.0866,-2.6441,-10.8690,-5.3738,-87.2288
16290.9446,-2.6454,-10.8659,-5.3782,-87.2719
16296.8025,-2.6468,-10.8620,-5.3826,-87.3137
16302.6605,-2.6482,-10.8587,-5.3872,-87.3561
16308.5184,-2.6494,-10.8550,-5.3916,-87.3988
16314.3764,-2.6509,-10.8514,-5.3961,-87.4427
16320.2343,-2.6523,-10.8492,-5.4007,-87.4844
16326.0923,-2.6536,-10.8451,-5.4051,-87.5280
16331.9502,-2.6549,-10.8413,-5.4094,-87.5699
16337.8082,-2.6563,-10.8376,-5.4140,-87.6124
16343.6661,-2.6576,-10.8341,-5.4184,-87.6550
16349.5240,-2.6590,-10.8305,-5.4229,-87.6987
16355.3820,-2.6604,-10.8266,-5.4275,-87.7410
16361.2399,-2.6617,-10.8233,-5.4320,-87.7842
16367.0979,-2.6630,-10.8192,-5.4364,-87.8265
16372.9558,-2.6643,-10.8158,-5.4409,-87.8699
16378.8138,-2.6657,-10.8122,-5.4455,-87.9140
16384.6717,-2.6672,-10.8084,-5.4500,-87.9553
16390.5297,-2.6684,-10.8045,-5.4545,-87.9993
16396.3876,-2.6698,-10.8014,-5.4590,-88.0415
16402.2455,-2.6711,-10.7978,-5.4635,-88.0840
16408.1035,-2.6724,-10.7942,-5.4680,-88.1270
16413.9614,-2.6738,-10.7909,-5.4725,-88.1694
16419.8194,-2.6751,-10.7869,-5.4772,-88.2126
16425.6773,-2.6764,-10.7828,-5.4815,-88.2566
16431.5353,-2.6778,-10.7797,-5.4861,-88.3001
16437.3932,-2.6792,-10.7755,-5.4905,-88.3431
16443.2512,-2.6804,-10.7721,-5.4951,-88.3861
16449.1091,-2.6818,-10.7683,-5.4997,-88.4292
16454.9670,-2.6831,-10.7649,-5.5041,-88.4715
16460.8250,-2.6846,-10.7611,-5.5087,-88.5157
16466.6829,-2.6859,-10.7579,-5.5132,-88.5580
16472.5409,-2.6872,-10.7537,-5.5178,-88.6023
16478.3988,-2.6885,-10.7496,-5.5224,-88.6450
16484.2568,-2.6899,-10.7463,-5.5268,-88.6893
16490.1147,-2.6913,-10.7421,-5.5315,-88.7312
16495.9727,-2.6925,-10.7386,-5.5361,-88.7753
16501.8306,-2.6939,-10.7348,-5.5405,-88.8185
16507.6886,-2.6952,-10.7310,-5.5449,-88.8621
16513.5465,-2.6966,-10.7277,-5.5497,-88.9060
16519.4044,-2.6980,-10.7241,-5.5543,-88.9497
16525.2624,-2.6994,-10.7197,-5.5588,-88.9930
16531.1203,-2.7007,-10.7162,-5.5633,-89.0363
16536.9783,-2.7020,-10.7126,-5.5680,-89.0796
16542.8362,-2.7033,-10.7081,-5.5725,-89.1230
16548.6942,-2.7048,-10.7044,-5.5770,-89.1666
16554.5521,-2.7061,-10.7004,-5.5817,-89.2101
16560.4101,-2.7074,-10.6967,-5.5863,-89.2529
16566.2680,-2.7088,-10.6925,-5.5909,-89.2974
16572.1259,-2.7101,-10.6891,-5.5954,-89.3415
16577.9839,-2.7114,-10.6849,-5.6002,-89.3844
16583.8418,-2.7127,-10.6816,-5.6047,-89.4281
16589.6998,-2.7141,-10.6775,-5.6093,-89.4721
16595.5577,-2.7154,-10.6738,-5.6139,-89.5154
16601.4157,-2.7167,-10.6696,-5.6185,-89.5597
16607.2736,-2.7182,-10.6661,-5.6231,-89.6034
16613.1316,-2.7194,-10.6619,-5.6277,-89.6468
16618.9895,-2.7208,-10.6575,-5.6323,-89.6918
16624.8474,-2.7221,-10.6545,-5.6367,-89.7348
16630.7054,-2.7235,-10.6503,-5.6414,-89.7784
16636.5633,-2.7248,-10.6456,-5.6461,-89.8229
16642.4213,-2.7262,-10.6421,-5.6505,-89.8673
16648.2792,-2.7275,-10.6384,-5.6553,-89.9111
16654.1372,-2.7287,-10.6342,-5.6597,-89.9549
16659.9951,-2.7302,-10.6307,-5.6645,-89.9983
16665.8531,-2.7315,-10.6265,-5.6691,-90.0423
16671.7110,-2.7328,-10.6220,-5.6737,-90.0880
16677.5690,-2.7343,-10.6180,-5.6783,-90.1303
16683.4269,-2.7356,-10.6144,-5.6831,-90.1738
16689.2848,-2.7369,-10.6106,-5.6878,-90.2186
16695.1428,-2.7381,-10.6062,-5.6924,-90.2637
16701.0007,-2.7395,-10.6017,-5.6971,-90.3068
16706.8587,-2.7408,-10.5979,-5.7016,-90.3514
16712.7166,-2.7421,-10.5940,-5.7062,-90.3963
16718.5746,-2.7436,-10.5902,-5.7110,-90.4400
16724.4325,-2.7448,-10.5855,-5.7157,-90.4839
16730.2905,-2.7462,-10.5823,-5.7202,-90.5277
16736.1484,-2.7475,-10.5773,-5.7250,-90.5730
16742.0063,-2.7489,-10.5744,-5.7296,-90.6175
16747.8643,-2.7502,-10.5696,-5.7342,-90.6602
16753.7222,-2.7516,-10.5651,-5.7392,-90.7066
16759.5802,-2.7529,-10.5606,-5.7436,-90.7511
16765.4381,-2.7543,-10.5576,-5.7482,-90.7946
16771.2961,-2.7555,-10.5529,-5.7532,-90.8382
16777.1540,-2.7569,-10.5486,-5.7577,-90.8837
16783.0120,-2.7583,-10.5445,-5.7624,-90.9285
16788.8699,-2.7596,-10.5402,-5.7670,-90.9705
16794.7278,-2.7609,-10.5362,-5.7718,-91.0171
16800.5858,-2.7622,-10.5321,-5.7763,-91.0613
16806.4437,-2.7635,-10.5281,-5.7810,-91.1053
16812.3017,-2.7648,-10.5242,-5.7858,-91.1507
16818.1596,-2.7662,-10.5200,-5.7903,-91.1948
16824.0176,-2.7676,-10.5156,-5.7952,-91.2399
16829.8755,-2.7688,-10.5104,-5.7998,-91.2846
16835.7335,-2.7702,-10.5067,-5.8045,-91.3294
16841.5914,-2.7715,-10.5029,-5.8093,-91.3737
16847.4494,-2.7729,-10.4983,-5.8140,-91.4187
16853.3073,-2.7742,-10.4948,-5.8186,-91.4639
16859.1652,-2.7755,-10.4894,-5.8234,-91.5085
16865.0232,-2.7769,-10.4861,-5.8281,-91.5534
16870.8811,-2.7781,-10.4812,-5.8328,-91.5985
16876.7391,-2.7795,-10.4774,-5.8375,-91.6441
16882.5970,-2.7809,-10.4728,-5.8423,-91.6874
16888.4550,-2.7821,-10.4691,-5.8470,-91.7326
16894.3129,-2.7835,-10.4642,-5.8518,-91.7785
16900.1709,-2.7848,-10.4604,-5.8564,-91.8229
16906.0288,-2.7862,-10.4558,-5.8611,-91.8682
16911.8867,-2.7875,-10.4524,-5.8660,-91.9131
16917.7447,-2.7888,-10.4471,-5.8707,-91.9586
16923.6026,-2.7902,-10.4426,-5.8754,-92.0035
16929.4606,-2.7915,-10.4391,-5.8801,-92.0492
16935.3185,-2.7927,-10.4337,-5.8848,-92.0935
16941.1765,-2.7941,-10.4304,-5.8896,-92.1390
16947.0344,-2.7955,-10.4253,-5.8944,-92.1830
16952.8924,-2.7968,-10.4216,-5.8992,-92.2296
16958.7503,-2.7982,-10.4165,-5.9039,-92.2747
16964.6082,-2.7995,-10.4125,-5.9087,-92.3200
16970.4662,-2.8008,-10.4076,-5.9133,-92.3643
16976.3241,-2.8021,-10.4036,-5.9182,-92.4100
16982.1821,-2.8035,-10.3990,-5.9230,-92.4561
16988.0400,-2.8048,-10.3941,-5.9276,-92.5014
16993.8980,-2.8060,-10.3898,-5.9326,-92.5469
16999.7559,-2.8075,-10.3864,-5.9373,-92.5918
17005.6139,-2.8087,-10.3813,-5.9421,-92.6367
17011.4718,-2.8101,-10.3771,-5.9467,-92.6833
17017.3298,-2.8113,-10.3717,-5.9515,-92.7291
17023.1877,-2.8127,-10.3681,-5.9562,-92.7738
17029.0456,-2.8139,-10.3630,-5.9612,-92.8201
17034.9036,-2.8153,-10.3586,-5.9659,-92.8661
17040.7615,-2.8168,-10.3546,-5.9706,-92.9103
17046.6195,-2.8180,-10.3495,-5.9755,-92.9561
17052.4774,-2.8193,-10.3452,-5.9803,-93.0021
17058.3354,-2.8207,-10.3399,-5.9851,-93.0480
17064.1933,-2.8220,-10.3360,-5.9899,-93.0940
17070.0513,-2.8232,-10.3314,-5.9948,-93.1388
17075.9092,-2.8245,-10.3269,-5.9996,-93.1858
17081.7671,-2.8259,-10.3223,-6.0044,-93.2306
17087.6251,-2.8273,-10.3183,-6.0091,-93.2771
17093.4830,-2.8285,-10.3137,-6.0140,-93.3219
17099.3410,-2.8298,-10.3087,-6.0188,-93.3681
17105.1989,-2.8311,-10.3045,-6.0236,-93.4148
17111.0569,-2.8325,-10.2994,-6.0284,-93.4605
17116.9148,-2.8339,-10.2949,-6.0333,-93.5066
17122.7728,-2.8352,-10.2912,-6.0380,-93.5527
17128.6307,-2.8366,-10.2859,-6.0430,-93.5987
17134.4887,-2.8378,-10.2811,-6.0477,-93.6455
17140.3466,-2.8391,-10.2769,-6.0525,-93.6907
17146.2045,-2.8403,-10.2714,-6.0573,-93.7374
17152.0625,-2.8418,-10.2671,-6.0623,-93.7831
17157.9204,-2.8430,-10.2626,-6.0669,-93.8296
17163.7784,-2.8443,-10.2572,-6.0720,-93.8754
17169.6363,-2.8457,-10.2541,-6.0767,-93.9214
17175.4943,-2.8469,-10.2488,-6.0816,-93.9683
17181.3522,-2.8482,-10.2441,-6.0865,-94.0134
17187.2102,-2.8497,-10.2395,-6.0913,-94.0616
17193.0681,-2.8509,-10.2342,-6.0963,-94.1065
17198.9260,-2.8522,-10.2299,-6.1010,-94.1528
17204.7840,-2.8536,-10.2247,-6.1060,-94.1999
17210.6419,-2.8550,-10.2200,-6.1107,-94.2457
17216.4999,-2.8562,-10.2156,-6.1156,-94.2926
17222.3578,-2.8575,-10.2104,-6.1205,-94.3391
17228.2158,-2.8589,-10.2058,-6.1254,-94.3863
17234.0737,-2.8602,-10.2011,-6.1304,-94.4316
17239.9317,-2.8615,-10.1962,-6.1351,-94.4785
17245.7896,-2.8628,-10.1922,-6.1400,-94.5252
17251.6475,-2.8640,-10.1861,-6.1448,-94.5705
17257.5055,-2.8654,-10.1819,-6.1499,-94.6187
17263.3634,-2.8667,-10.1774,-6.1548,-94.6647
17269.2214,-2.8680,-10.1721,-6.1595,-94.7117
17275.0793,-2.8693,-10.1673,-6.1644,-94.7573
17280.9373,-2.8707,-10.1630,-6.1694,-94.8046
17286.7952,-2.8719,-10.1575,-6.1743,-94.8512
17292.6532,-2.8732,-10.1522,-6.1793,-94.8974
17298.5111,-2.8744,-10.1480,-6.1841,-94.9456
17304.3691,-2.8758,-10.1427,-6.1888,-94.9927
17310.2270,-2.8771,-10.1383,-6.1939,-95.0379
17316.0849,-2.8784,-10.1336,-6.1989,-95.0857
17321.9429,-2.8798,-10.1291,-6.2038,-95.1328
17327.8008,-2.8811,-10.1240,-6.2085,-95.1786
17333.6588,-2.8824,-10.1196,-6.2138,-95.2268
17339.5167,-2.8838,-10.1138,-6.2184,-95.2743
17345.3747,-2.8851,-10.1090,-6.2234,-95.3210
17351.2326,-2.8864,-10.1035,-6.2285,-95.3680
17357.0906,-2.8877,-10.0992,-6.2331,-95.4150
17362.9485,-2.8888,-10.0929,-6.2382,-95.4629
17368.8064,-2.8902,-10.0886,-6.2432,-95.5093
17374.6644,-2.8915,-10.0834,-6.2480,-95.5554
17380.5223,-2.8928,-10.0792,-6.2532,-95.6028
17386.3803,-2.8941,-10.0737,-6.2579,-95.6523
17392.2382,-2.8955,-10.0694,-6.2630,-95.6983
17398.0962,-2.8966,-10.0645,-6.2679,-95.7455
17403.9541,-2.8981,-10.0596,-6.2728,-95.7932
17409.8121,-2.8992,-10.0542,-6.2777,-95.8402
17415.6700,-2.9006,-10.0492,-6.2827,-95.8871
17421.5279,-2.9020,-10.0442,-6.2876,-95.9346
17427.3859,-2.9032,-10.0388,-6.2927,-95.9820
17433.2438,-2.9045,-10.0344,-6.2976,-96.0291
17439.1018,-2.9058,-10.0291,-6.3026,-96.0769
17444.9597,-2.9073,-10.0239,-6.3075,-96.1240
17450.8177,-2.9084,-10.0192,-6.3125,-96.1719
17456.6756,-2.9097,-10.0139,-6.3174,-96.2194
17462.5336,-2.9111,-10.0086,-6.3224,-96.2676
17468.3915,-2.9123,-10.0037,-6.3273,-96.3152
17474.2495,-2.9137,-9.9980,-6.3323,-96.3626
17480.1074,-2.9149,-9.9929,-6.3374,-96.4113
17485.9653,-2.9162,-9.9883,-6.3423,-96.4583
17491.8233,-2.9176,-9.9830,-6.3475,-96.5061
17497.6812,-2.9188,-9.9776,-6.3525,-96.5550
17503.5392,-2.9202,-9.9721,-6.3572,-96.6029
17509.3971,-2.9214,-9.9676,-6.3623,-96.6494
17515.2551,-2.9226,-9.9625,-6.3672,-96.6985
17521.1130,-2.9241,-9.9575,-6.3723,-96.7466
17526.9710,-2.9252,-9.9517,-6.3772,-96.7934
17532.8289,-2.9265,-9.9472,-6.3821,-96.8419
17538.6868,-2.9279,-9.9410,-6.3872,-96.8890
17544.5448,-2.9292,-9.9368,-6.3923,-96.9383
17550.4027,-2.9305,-9.9311,-6.3974,-96.9864
17556.2607,-2.9318,-9.9265,-6.4024,-97.0334
17562.1186,-2.9330,-9.9200,-6.4073,-97.0820
17567.9766,-2.9343,-9.9155,-6.4123,-97.1298
17573.8345,-2.9355,-9.9107,-6.4176,-97.1773
17579.6925,-2.9369,-9.9054,-6.4224,-97.2270
17585.5504,-2.9381,-9.9002,-6.4275,-97.2753
17591.4083,-2.9395,-9.8952,-6.4322,-97.3225
17597.2663,-2.9407,-9.8896,-6.4376,-97.3710
17603.1242,-2.9420,-9.8848,-6.4426,-97.4198
17608.9822,-2.9433,-9.8791,-6.4475,-97.4688
17614.8401,-2.9446,-9.8742,-6.4525,-97.5175
17620.6981,-2.9460,-9.8680,-6.4576,-97.5644
17626.5560,-2.9472,-9.8632,-6.4628,-97.6136
17632.4140,-2.9486,-9.8580,-6.4677,-97.6634
17638.2719,-2.9499,-9.8527,-6.4728,-97.7103
17644.1299,-2.9510,-9.8466,-6.4779,-97.7591
17649.9878,-2.9525,-9.8412,-6.4829,-97.8083
17655.8457,-2.9537,-9.8356,-6.4876,-97.8574
17661.7037,-2.9550,-9.8304,-6.4930,-97.9053
17667.5616,-2.9562,-9.8255,-6.4979,-97.9543
17673.4196,-2.9574,-9.8196,-6.5030,-98.0021
17679.2775,-2.9588,-9.8140,-6.5082,-98.0508
17685.1355,-2.9600,-9.8090,-6.5130,-98.1006
17690.9934,-2.9613,-9.8037,-6.5182,-98.1491
17696.8514,-2.9625,-9.7982,-6.5234,-98.1970
17702.7093,-2.9639,-9.7932,-6.5285,-98.2468
17708.5672,-2.9652,-9.7880,-6.5335,-98.2954
17714.4252,-2.9664,-9.7813,-6.5387,-98.3450
17720.2831,-2.9677,-9.7766,-6.5438,-98.3936
17726.1411,-2.9690,-9.7709,-6.5488,-98.4432
17731.9990,-2.9703,-9.7663,-6.5540,-98.4913
17737.8570,-2.9716,-9.7601,-6.5589,-98.5413
