frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
11985.3551,-2.5395,-154.9845,-2.5395,-154.9845
11991.2131,-2.5420,-155.0639,-2.5420,-155.0639
11997.0710,-2.5445,-155.1434,-2.5445,-155.1434
12002.9290,-2.5470,-155.2229,-2.5470,-155.2229
12008.7869,-2.5495,-155.3023,-2.5495,-155.3023
12014.6449,-2.5520,-155.3818,-2.5520,-155.3818
12020.5028,-2.5545,-155.4613,-2.5545,-155.4613
12026.3608,-2.5570,-155.5408,-2.5570,-155.5408
12032.2187,-2.5595,-155.6203,-2.5595,-155.6203
12038.0766,-2.5620,-155.6998,-2.5620,-155.6998
12043.9346,-2.5645,-155.7793,-2.5645,-155.7793
12049.7925,-2.5671,-155.8589,-2.5671,-155.8589
12055.6505,-2.5696,-155.9384,-2.5696,-155.9384
12061.5084,-2.5721,-156.0180,-2.5721,-156.0180
12067.3664,-2.5746,-156.0975,-2.5746,-156.0975
12073.2243,-2.5771,-156.1771,-2.5771,-156.1771
12079.0823,-2.5797,-156.2567,-2.5797,-156.2567
12084.9402,-2.5822,-156.3363,-2.5822,-156.3363
12090.7981,-2.5847,-156.4159,-2.5847,-156.4159
12096.6561,-2.5872,-156.4955,-2.5872,-156.4955
12102.5140,-2.5898,-156.5751,-2.5898,-156.5751
12108.3720,-2.5923,-156.6548,-2.5923,-156.6548
12114.2299,-2.5948,-156.7344,-2.5948,-156.7344
12120.0879,-2.5973,-156.8140,-2.5973,-156.8140
12125.9458,-2.5999,-156.8937,-2.5999,-156.8937
12131.8038,-2.6024,-156.9734,-2.6024,-156.9734
12137.6617,-2.6049,-157.0531,-2.6049,-157.0531
12143.5196,-2.6075,-157.1328,-2.6075,-157.1328
12149.3776,-2.6100,-157.2125,-2.6100,-157.2125
12155.2355,-2.6126,-157.2922,-2.6126,-157.2922
12161.0935,-2.6151,-157.3719,-2.6151,-157.3719
12166.9514,-2.6176,-157.4516,-2.6176,-157.4516
12172.8094,-2.6202,-157.5313,-2.6202,-157.5313
12178.6673,-2.6227,-157.6111,-2.6227,-157.6111
12184.5253,-2.6253,-157.6909,-2.6253,-157.6909
12190.3832,-2.6278,-157.7706,-2.6278,-157.7706
12196.2412,-2.6304,-157.8504,-2.6304,-157.8504
12202.0991,-2.6329,-157.9302,-2.6329,-157.9302
12207.9570,-2.6355,-158.0100,-2.6355,-158.0100
12213.8150,-2.6380,-158.0898,-2.6380,-158.0898
12219.6729,-2.6406,-158.1696,-2.6406,-158.1696
12225.5309,-2.6432,-158.2495,-2.6432,-158.2495
12231.3888,-2.6457,-158.3293,-2.6457,-158.3293
12237.2468,-2.6483,-158.4091,-2.6483,-158.4091
12243.1047,-2.6508,-158.4890,-2.6508,-158.4890
12248.9627,-2.6534,-158.5689,-2.6534,-158.5689
12254.8206,-2.6560,-158.6488,-2.6560,-158.6488
12260.6785,-2.6585,-158.7286,-2.6585,-158.7286
12266.5365,-2.6611,-158.8085,-2.6611,-158.8085
12272.3944,-2.6637,-158.8885,-2.6637,-158.8885
12278.2524,-2.6662,-158.9684,-2.6662,-158.9684
12284.1103,-2.6688,-159.0483,-2.6688,-159.0483
12289.9683,-2.6714,-159.1282,-2.6714,-159.1282
12295.8262,-2.6740,-159.2082,-2.6740,-159.2082
12301.6842,-2.6765,-159.2881,-2.6765,-159.2881
12307.5421,-2.6791,-159.3681,-2.6791,-159.3681
12313.4000,-2.6817,-159.4481,-2.6817,-159.4481
12319.2580,-2.6843,-159.5281,-2.6843,-159.5281
12325.1159,-2.6869,-159.6081,-2.6869,-159.6081
12330.9739,-2.6894,-159.6881,-2.6894,-159.6881
12336.8318,-2.6920,-159.7681,-2.6920,-159.7681
12342.6898,-2.6946,-159.8481,-2.6946,-159.8481
12348.5477,-2.6972,-159.9282,-2.6972,-159.9282
12354.4057,-2.6998,-160.0082,-2.6998,-160.0082
12360.2636,-2.7024,-160.0883,-2.7024,-160.0883
12366.1216,-2.7050,-160.1684,-2.7050,-160.1684
12371.9795,-2.7076,-160.2484,-2.7076,-160.2484
12377.8374,-2.7102,-160.3285,-2.7102,-160.3285
12383.6954,-2.7128,-160.4086,-2.7128,-160.4086
12389.5533,-2.7154,-160.4887,-2.7154,-160.4887
12395.4113,-2.7180,-160.5688,-2.7180,-160.5688
12401.2692,-2.7206,-160.6490,-2.7206,-160.6490
12407.1272,-2.7232,-160.7291,-2.7232,-160.7291
12412.9851,-2.7258,-160.8093,-2.7258,-160.8093
12418.8431,-2.7284,-160.8894,-2.7284,-160.8894
12424.7010,-2.7310,-160.9696,-2.7310,-160.9696
12430.5589,-2.7336,-161.0498,-2.7336,-161.0498
12436.4169,-2.7362,-161.1300,-2.7362,-161.1300
12442.2748,-2.7388,-161.2102,-2.7388,-161.2102
12448.1328,-2.7414,-161.2904,-2.7414,-161.2904
12453.9907,-2.7440,-161.3706,-2.7440,-161.3706
12459.8487,-2.7467,-161.4509,-2.7467,-161.4509
12465.7066,-2.7493,-161.5311,-2.7493,-161.5311
12471.5646,-2.7519,-161.6114,-2.7519,-161.6114
12477.4225,-2.7545,-161.6916,-2.7545,-161.6916
12483.2804,-2.7571,-161.7719,-2.7571,-161.7719
12489.1384,-2.7598,-161.8522,-2.7598,-161.8522
12494.9963,-2.7624,-161.9325,-2.7624,-161.9325
12500.8543,-2.7650,-162.0128,-2.7650,-162.0128
12506.7122,-2.7676,-162.0931,-2.7676,-162.0931
12512.5702,-2.7703,-162.1734,-2.7703,-162.1734
12518.4281,-2.7729,-162.2538,-2.7729,-162.2538
12524.2861,-2.7755,-162.3341,-2.7755,-162.3341
12530.1440,-2.7782,-162.4145,-2.7782,-162.4145
12536.0020,-2.7808,-162.4948,-2.7808,-162.4948
12541.8599,-2.7834,-162.5752,-2.7834,-162.5752
12547.7178,-2.7861,-162.6556,-2.7861,-162.6556
12553.5758,-2.7887,-162.7360,-2.7887,-162.7360
12559.4337,-2.7914,-162.8164,-2.7914,-162.8164
12565.2917,-2.7940,-162.8968,-2.7940,-162.8968
12571.1496,-2.7966,-162.9773,-2.7966,-162.9773
12577.0076,-2.7993,-163.0577,-2.7993,-163.0577
12582.8655,-2.8019,-163.1382,-2.8019,-163.1382
12588.7235,-2.8046,-163.2186,-2.8046,-163.2186
12594.5814,-2.8072,-163.2991,-2.8072,-163.2991
12600.4393,-2.8099,-163.3796,-2.8099,-163.3796
12606.2973,-2.8125,-163.4601,-2.8125,-163.4601
12612.1552,-2.8152,-163.5406,-2.8152,-163.5406
12618.0132,-2.8178,-163.6211,-2.8178,-163.6211
12623.8711,-2.8205,-163.7016,-2.8205,-163.7016
12629.7291,-2.8232,-163.7822,-2.8232,-163.7822
12635.5870,-2.8258,-163.8627,-2.8258,-163.8627
12641.4450,-2.8285,-163.9433,-2.8285,-163.9433
12647.3029,-2.8312,-164.0238,-2.8312,-164.0238
12653.1608,-2.8338,-164.1044,-2.8338,-164.1044
12659.0188,-2.8365,-164.1850,-2.8365,-164.1850
12664.8767,-2.8392,-164.2656,-2.8392,-164.2656
12670.7347,-2.8418,-164.3462,-2.8418,-164.3462
12676.5926,-2.8445,-164.4268,-2.8445,-164.4268
12682.4506,-2.8472,-164.5075,-2.8472,-164.5075
12688.3085,-2.8498,-164.5881,-2.8498,-164.5881
12694.1665,-2.8525,-164.6688,-2.8525,-164.6688
12700.0244,-2.8552,-164.7494,-2.8552,-164.7494
12705.8824,-2.8579,-164.8301,-2.8579,-164.8301
12711.7403,-2.8606,-164.9108,-2.8606,-164.9108
12717.5982,-2.8632,-164.9915,-2.8632,-164.9915
12723.4562,-2.8659,-165.0722,-2.8659,-165.0722
12729.3141,-2.8686,-165.1529,-2.8686,-165.1529
12735.1721,-2.8713,-165.2336,-2.8713,-165.2336
12741.0300,-2.8740,-165.3144,-2.8740,-165.3144
12746.8880,-2.8767,-165.3951,-2.8767,-165.3951
12752.7459,-2.8794,-165.4759,-2.8794,-165.4759
12758.6039,-2.8820,-165.5567,-2.8820,-165.5567
12764.4618,-2.8847,-165.6375,-2.8847,-165.6375
12770.3197,-2.8874,-165.7182,-2.8874,-165.7182
12776.1777,-2.8901,-165.7990,-2.8901,-165.7990
12782.0356,-2.8928,-165.8799,-2.8928,-165.8799
12787.8936,-2.8955,-165.9607,-2.8955,-165.9607
12793.7515,-2.8982,-166.0415,-2.8982,-166.0415
12799.6095,-2.9009,-166.1224,-2.9009,-166.1224
12805.4674,-2.9036,-166.2032,-2.9036,-166.2032
12811.3254,-2.9063,-166.2841,-2.9063,-166.2841
12817.1833,-2.9091,-166.3650,-2.9091,-166.3650
12823.0412,-2.9118,-166.4459,-2.9118,-166.4459
12828.8992,-2.9145,-166.5268,-2.9145,-166.5268
12834.7571,-2.9172,-166.6077,-2.9172,-166.6077
12840.6151,-2.9199,-166.6886,-2.9199,-166.6886
12846.4730,-2.9226,-166.7696,-2.9226,-166.7696
12852.3310,-2.9253,-166.8505,-2.9253,-166.8505
12858.1889,-2.9281,-166.9315,-2.9281,-166.9315
12864.0469,-2.9308,-167.0124,-2.9308,-167.0124
12869.9048,-2.9335,-167.0934,-2.9335,-167.0934
12875.7628,-2.9362,-167.1744,-2.9362,-167.1744
12881.6207,-2.9389,-167.2554,-2.9389,-167.2554
12887.4786,-2.9417,-167.3364,-2.9417,-167.3364
12893.3366,-2.9444,-167.4174,-2.9444,-167.4174
12899.1945,-2.9471,-167.4985,-2.9471,-167.4985
12905.0525,-2.9499,-167.5795,-2.9499,-167.5795
12910.9104,-2.9526,-167.6606,-2.9526,-167.6606
12916.7684,-2.9553,-167.7417,-2.9553,-167.7417
12922.6263,-2.9581,-167.8227,-2.9581,-167.8227
12928.4843,-2.9608,-167.9038,-2.9608,-167.9038
12934.3422,-2.9635,-167.9849,-2.9635,-167.9849
12940.2001,-2.9663,-168.0660,-2.9663,-168.0660
12946.0581,-2.9690,-168.1472,-2.9690,-168.1472
12951.9160,-2.9717,-168.2283,-2.9717,-168.2283
12957.7740,-2.9745,-168.3094,-2.9745,-168.3094
12963.6319,-2.9772,-168.3906,-2.9772,-168.3906
12969.4899,-2.9800,-168.4718,-2.9800,-168.4718
12975.3478,-2.9827,-168.5529,-2.9827,-168.5529
12981.2058,-2.9855,-168.6342,-2.9855,-168.6342
12987.0637,-2.9882,-168.7153,-2.9882,-168.7153
12992.9216,-2.9910,-168.7966,-2.9910,-168.7966
12998.7796,-2.9937,-168.8778,-2.9937,-168.8778
13004.6375,-2.9965,-168.9590,-2.9965,-168.9590
13010.4955,-2.9993,-169.0403,-2.9993,-169.0403
13016.3534,-3.0020,-169.1215,-3.0020,-169.1215
13022.2114,-3.0048,-169.2028,-3.0048,-169.2028
13028.0693,-3.0075,-169.2841,-3.0075,-169.2841
13033.9273,-3.0103,-169.3654,-3.0103,-169.3654
13039.7852,-3.0131,-169.4467,-3.0131,-169.4467
13045.6432,-3.0158,-169.5280,-3.0158,-169.5280
13051.5011,-3.0186,-169.6093,-3.0186,-169.6093
13057.3590,-3.0214,-169.6907,-3.0214,-169.6907
13063.2170,-3.0241,-169.7720,-3.0241,-169.7720
13069.0749,-3.0269,-169.8534,-3.0269,-169.8534
13074.9329,-3.0297,-169.9348,-3.0297,-169.9348
13080.7908,-3.0325,-170.0161,-3.0325,-170.0161
13086.6488,-3.0352,-170.0975,-3.0352,-170.0975
13092.5067,-3.0380,-170.1789,-3.0380,-170.1789
13098.3647,-3.0408,-170.2604,-3.0408,-170.2604
13104.2226,-3.0436,-170.3418,-3.0436,-170.3418
13110.0805,-3.0464,-170.4232,-3.0464,-170.4232
13115.9385,-3.0492,-170.5047,-3.0492,-170.5047
13121.7964,-3.0519,-170.5862,-3.0519,-170.5862
13127.6544,-3.0547,-170.6676,-3.0547,-170.6676
13133.5123,-3.0575,-170.7491,-3.0575,-170.7491
13139.3703,-3.0603,-170.8306,-3.0603,-170.8306
13145.2282,-3.0631,-170.9121,-3.0631,-170.9121
13151.0862,-3.0659,-170.9937,-3.0659,-170.9937
13156.9441,-3.0687,-171.0752,-3.0687,-171.0752
13162.8021,-3.0715,-171.1567,-3.0715,-171.1567
13168.6600,-3.0743,-171.2383,-3.0743,-171.2383
13174.5179,-3.0771,-171.3199,-3.0771,-171.3199
13180.3759,-3.0799,-171.4014,-3.0799,-171.4014
13186.2338,-3.0827,-171.4830,-3.0827,-171.4830
13192.0918,-3.0855,-171.5646,-3.0855,-171.5646
13197.9497,-3.0883,-171.6463,-3.0883,-171.6463
13203.8077,-3.0911,-171.7279,-3.0911,-171.7279
13209.6656,-3.0939,-171.8095,-3.0939,-171.8095
13215.5236,-3.0968,-171.8912,-3.0968,-171.8912
13221.3815,-3.0996,-171.9728,-3.0996,-171.9728
13227.2394,-3.1024,-172.0545,-3.1024,-172.0545
13233.0974,-3.1052,-172.1362,-3.1052,-172.1362
13238.9553,-3.1080,-172.2179,-3.1080,-172.2179
13244.8133,-3.1108,-172.2996,-3.1108,-172.2996
13250.6712,-3.1137,-172.3813,-3.1137,-172.3813
13256.5292,-3.1165,-172.4630,-3.1165,-172.4630
13262.3871,-3.1193,-172.5448,-3.1193,-172.5448
13268.2451,-3.1221,-172.6265,-3.1221,-172.6265
13274.1030,-3.1250,-172.7083,-3.1250,-172.7083
13279.9609,-3.1278,-172.7901,-3.1278,-172.7901
13285.8189,-3.1306,-172.8719,-3.1306,-172.8719
13291.6768,-3.1334,-172.9537,-3.1334,-172.9537
13297.5348,-3.1363,-173.0355,-3.1363,-173.0355
13303.3927,-3.1391,-173.1173,-3.1391,-173.1173
13309.2507,-3.1420,-173.1992,-3.1420,-173.1992
13315.1086,-3.1448,-173.2810,-3.1448,-173.2810
13320.9666,-3.1476,-173.3629,-3.1476,-173.3629
13326.8245,-3.1505,-173.4447,-3.1505,-173.4447
13332.6825,-3.1533,-173.5266,-3.1533,-173.5266
13338.5404,-3.1562,-173.6085,-3.1562,-173.6085
13344.3983,-3.1590,-173.6904,-3.1590,-173.6904
13350.2563,-3.1618,-173.7724,-3.1618,-173.7724
13356.1142,-3.1647,-173.8543,-3.1647,-173.8543
13361.9722,-3.1675,-173.9362,-3.1675,-173.9362
13367.8301,-3.1704,-174.0182,-3.1704,-174.0182
13373.6881,-3.1733,-174.1002,-3.1733,-174.1002
13379.5460,-3.1761,-174.1821,-3.1761,-174.1821
13385.4040,-3.1790,-174.2641,-3.1790,-174.2641
13391.2619,-3.1818,-174.3462,-3.1818,-174.3462
13397.1198,-3.1847,-174.4282,-3.1847,-174.4282
13402.9778,-3.1875,-174.5102,-3.1875,-174.5102
13408.8357,-3.1904,-174.5922,-3.1904,-174.5922
13414.6937,-3.1933,-174.6743,-3.1933,-174.6743
13420.5516,-3.1961,-174.7564,-3.1961,-174.7564
13426.4096,-3.1990,-174.8384,-3.1990,-174.8384
13432.2675,-3.2019,-174.9205,-3.2019,-174.9205
13438.1255,-3.2047,-175.0026,-3.2047,-175.0026
13443.9834,-3.2076,-175.0848,-3.2076,-175.0848
13449.8413,-3.2105,-175.1669,-3.2105,-175.1669
13455.6993,-3.2134,-175.2490,-3.2134,-175.2490
13461.5572,-3.2162,-175.3312,-3.2162,-175.3312
13467.4152,-3.2191,-175.4133,-3.2191,-175.4133
13473.2731,-3.2220,-175.4955,-3.2220,-175.4955
13479.1311,-3.2249,-175.5777,-3.2249,-175.5777
13484.9890,-3.2278,-175.6599,-3.2278,-175.6599
13490.8470,-3.2307,-175.7421,-3.2307,-175.7421
13496.7049,-3.2335,-175.8243,-3.2335,-175.8243
13502.5629,-3.2364,-175.9066,-3.2364,-175.9066
13508.4208,-3.2393,-175.9888,-3.2393,-175.9888
13514.2787,-3.2422,-176.0711,-3.2422,-176.0711
13520.1367,-3.2451,-176.1534,-3.2451,-176.1534
13525.9946,-3.2480,-176.2356,-3.2480,-176.2356
13531.8526,-3.2509,-176.3179,-3.2509,-176.3179
13537.7105,-3.2538,-176.4002,-3.2538,-176.4002
13543.5685,-3.2567,-176.4826,-3.2567,-176.4826
13549.4264,-3.2596,-176.5649,-3.2596,-176.5649
13555.2844,-3.2625,-176.6472,-3.2625,-176.6472
13561.1423,-3.2654,-176.7296,-3.2654,-176.7296
13567.0002,-3.2683,-176.8120,-3.2683,-176.8120
13572.8582,-3.2712,-176.8944,-3.2712,-176.8944
13578.7161,-3.2741,-176.9768,-3.2741,-176.9768
13584.5741,-3.2770,-177.0592,-3.2770,-177.0592
13590.4320,-3.2799,-177.1416,-3.2799,-177.1416
13596.2900,-3.2829,-177.2240,-3.2829,-177.2240
13602.1479,-3.2858,-177.3065,-3.2858,-177.3065
13608.0059,-3.2887,-177.3889,-3.2887,-177.3889
13613.8638,-3.2916,-177.4714,-3.2916,-177.4714
13619.7217,-3.2945,-177.5539,-3.2945,-177.5539
13625.5797,-3.2974,-177.6364,-3.2974,-177.6364
13631.4376,-3.3004,-177.7189,-3.3004,-177.7189
13637.2956,-3.3033,-177.8014,-3.3033,-177.8014
13643.1535,-3.3062,-177.8840,-3.3062,-177.8840
13649.0115,-3.3091,-177.9665,-3.3091,-177.9665
13654.8694,-3.3121,-178.0491,-3.3121,-178.0491
13660.7274,-3.3150,-178.1316,-3.3150,-178.1316
13666.5853,-3.3179,-178.2142,-3.3179,-178.2142
13672.4433,-3.3209,-178.2968,-3.3209,-178.2968
13678.3012,-3.3238,-178.3794,-3.3238,-178.3794
13684.1591,-3.3267,-178.4621,-3.3267,-178.4621
13690.0171,-3.3297,-178.5447,-3.3297,-178.5447
13695.8750,-3.3326,-178.6273,-3.3326,-178.6273
13701.7330,-3.3356,-178.7100,-3.3356,-178.7100
13707.5909,-3.3385,-178.7927,-3.3385,-178.7927
13713.4489,-3.3414,-178.8754,-3.3414,-178.8754
13719.3068,-3.3444,-178.9581,-3.3444,-178.9581
13725.1648,-3.3473,-179.0408,-3.3473,-179.0408
13731.0227,-3.3503,-179.1235,-3.3503,-179.1235
13736.8806,-3.3532,-179.2062,-3.3532,-179.2062
13742.7386,-3.3562,-179.2890,-3.3562,-179.2890
13748.5965,-3.3591,-179.3717,-3.3591,-179.3717
13754.4545,-3.3621,-179.4545,-3.3621,-179.4545
13760.3124,-3.3651,-179.5373,-3.3651,-179.5373
13766.1704,-3.3680,-179.6201,-3.3680,-179.6201
13772.0283,-3.3710,-179.7029,-3.3710,-179.7029
13777.8863,-3.3739,-179.7858,-3.3739,-179.7858
13783.7442,-3.3769,-179.8686,-3.3769,-179.8686
13789.6021,-3.3799,-179.9514,-3.3799,-179.9514
13795.4601,-3.3828,179.9657,-3.3828,179.9657
13801.3180,-3.3858,179.8828,-3.3858,179.8828
13807.1760,-3.3888,179.7999,-3.3888,179.7999
13813.0339,-3.3917,179.7170,-3.3917,179.7170
13818.8919,-3.3947,179.6341,-3.3947,179.6341
13824.7498,-3.3977,179.5512,-3.3977,179.5512
13830.6078,-3.4007,179.4682,-3.4007,179.4682
13836.4657,-3.4037,179.3853,-3.4037,179.3853
13842.3237,-3.4066,179.3023,-3.4066,179.3023
13848.1816,-3.4096,179.2193,-3.4096,179.2193
13854.0395,-3.4126,179.1363,-3.4126,179.1363
13859.8975,-3.4156,179.0533,-3.4156,179.0533
13865.7554,-3.4186,178.9703,-3.4186,178.9703
13871.6134,-3.4216,178.8873,-3.4216,178.8873
13877.4713,-3.4245,178.8042,-3.4245,178.8042
13883.3293,-3.4275,178.7212,-3.4275,178.7212
13889.1872,-3.4305,178.6381,-3.4305,178.6381
13895.0452,-3.4335,178.5550,-3.4335,178.5550
13900.9031,-3.4365,178.4719,-3.4365,178.4719
13906.7610,-3.4395,178.3888,-3.4395,178.3888
13912.6190,-3.4425,178.3057,-3.4425,178.3057
13918.4769,-3.4455,178.2225,-3.4455,178.2225
13924.3349,-3.4485,178.1394,-3.4485,178.1394
13930.1928,-3.4515,178.0562,-3.4515,178.0562
13936.0508,-3.4545,177.9731,-3.4545,177.9731
13941.9087,-3.4575,177.8899,-3.4575,177.8899
13947.7667,-3.4605,177.8066,-3.4605,177.8066
13953.6246,-3.4635,177.7234,-3.4635,177.7234
13959.4825,-3.4666,177.6402,-3.4666,177.6402
13965.3405,-3.4696,177.5570,-3.4696,177.5570
13971.1984,-3.4726,177.4737,-3.4726,177.4737
13977.0564,-3.4756,177.3904,-3.4756,177.3904
13982.9143,-3.4786,177.3071,-3.4786,177.3071
13988.7723,-3.4816,177.2238,-3.4816,177.2238
13994.6302,-3.4847,177.1405,-3.4847,177.1405
14000.4882,-3.4877,177.0572,-3.4877,177.0572
14006.3461,-3.4907,176.9739,-3.4907,176.9739
14012.2041,-3.4937,176.8905,-3.4937,176.8905
14018.0620,-3.4968,176.8072,-3.4968,176.8072
14023.9199,-3.4998,176.7238,-3.4998,176.7238
14029.7779,-3.5028,176.6404,-3.5028,176.6404
14035.6358,-3.5058,176.5570,-3.5058,176.5570
14041.4938,-3.5089,176.4736,-3.5089,176.4736
14047.3517,-3.5119,176.3901,-3.5119,176.3901
14053.2097,-3.5149,176.3067,-3.5149,176.3067
14059.0676,-3.5180,176.2232,-3.5180,176.2232
14064.9256,-3.5210,176.1398,-3.5210,176.1398
14070.7835,-3.5241,176.0563,-3.5241,176.0563
14076.6414,-3.5271,175.9728,-3.5271,175.9728
14082.4994,-3.5302,175.8893,-3.5302,175.8893
14088.3573,-3.5332,175.8057,-3.5332,175.8057
14094.2153,-3.5362,175.7222,-3.5362,175.7222
14100.0732,-3.5393,175.6386,-3.5393,175.6386
14105.9312,-3.5423,175.5551,-3.5423,175.5551
14111.7891,-3.5454,175.4715,-3.5454,175.4715
14117.6471,-3.5485,175.3879,-3.5485,175.3879
14123.5050,-3.5515,175.3043,-3.5515,175.3043
14129.3629,-3.5546,175.2207,-3.5546,175.2207
14135.2209,-3.5576,175.1370,-3.5576,175.1370
14141.0788,-3.5607,175.0534,-3.5607,175.0534
14146.9368,-3.5637,174.9697,-3.5637,174.9697
14152.7947,-3.5668,174.8860,-3.5668,174.8860
14158.6527,-3.5699,174.8024,-3.5699,174.8024
14164.5106,-3.5729,174.7187,-3.5729,174.7187
14170.3686,-3.5760,174.6349,-3.5760,174.6349
14176.2265,-3.5791,174.5512,-3.5791,174.5512
14182.0845,-3.5822,174.4675,-3.5822,174.4675
14187.9424,-3.5852,174.3837,-3.5852,174.3837
14193.8003,-3.5883,174.2999,-3.5883,174.2999
14199.6583,-3.5914,174.2162,-3.5914,174.2162
14205.5162,-3.5945,174.1323,-3.5945,174.1323
14211.3742,-3.5975,174.0485,-3.5975,174.0485
14217.2321,-3.6006,173.9647,-3.6006,173.9647
14223.0901,-3.6037,173.8809,-3.6037,173.8809
14228.9480,-3.6068,173.7970,-3.6068,173.7970
14234.8060,-3.6099,173.7132,-3.6099,173.7132
14240.6639,-3.6130,173.6293,-3.6130,173.6293
14246.5218,-3.6160,173.5454,-3.6160,173.5454
14252.3798,-3.6191,173.4615,-3.6191,173.4615
14258.2377,-3.6222,173.3775,-3.6222,173.3775
14264.0957,-3.6253,173.2936,-3.6253,173.2936
14269.9536,-3.6284,173.2096,-3.6284,173.2096
14275.8116,-3.6315,173.1257,-3.6315,173.1257
14281.6695,-3.6346,173.0417,-3.6346,173.0417
14287.5275,-3.6377,172.9577,-3.6377,172.9577
14293.3854,-3.6408,172.8737,-3.6408,172.8737
14299.2433,-3.6439,172.7897,-3.6439,172.7897
14305.1013,-3.6470,172.7056,-3.6470,172.7056
14310.9592,-3.6501,172.6216,-3.6501,172.6216
14316.8172,-3.6532,172.5375,-3.6532,172.5375
14322.6751,-3.6563,172.4534,-3.6563,172.4534
14328.5331,-3.6595,172.3693,-3.6595,172.3693
14334.3910,-3.6626,172.2852,-3.6626,172.2852
14340.2490,-3.6657,172.2011,-3.6657,172.2011
14346.1069,-3.6688,172.1170,-3.6688,172.1170
14351.9649,-3.6719,172.0328,-3.6719,172.0328
14357.8228,-3.6750,171.9487,-3.6750,171.9487
14363.6807,-3.6782,171.8645,-3.6782,171.8645
14369.5387,-3.6813,171.7803,-3.6813,171.7803
14375.3966,-3.6844,171.6961,-3.6844,171.6961
14381.2546,-3.6875,171.6118,-3.6875,171.6118
14387.1125,-3.6907,171.5276,-3.6907,171.5276
14392.9705,-3.6938,171.4434,-3.6938,171.4434
14398.8284,-3.6969,171.3591,-3.6969,171.3591
14404.6864,-3.7001,171.2748,-3.7001,171.2748
14410.5443,-3.7032,171.1905,-3.7032,171.1905
14416.4022,-3.7063,171.1062,-3.7063,171.1062
14422.2602,-3.7095,171.0219,-3.7095,171.0219
14428.1181,-3.7126,170.9376,-3.7126,170.9376
14433.9761,-3.7157,170.8532,-3.7157,170.8532
14439.8340,-3.7189,170.7689,-3.7189,170.7689
14445.6920,-3.7220,170.6845,-3.7220,170.6845
14451.5499,-3.7252,170.6001,-3.7252,170.6001
14457.4079,-3.7283,170.5157,-3.7283,170.5157
14463.2658,-3.7315,170.4312,-3.7315,170.4312
14469.1237,-3.7346,170.3468,-3.7346,170.3468
14474.9817,-3.7378,170.2624,-3.7378,170.2624
14480.8396,-3.7409,170.1779,-3.7409,170.1779
14486.6976,-3.7441,170.0934,-3.7441,170.0934
14492.5555,-3.7472,170.0089,-3.7472,170.0089
14498.4135,-3.7504,169.9244,-3.7504,169.9244
14504.2714,-3.7535,169.8399,-3.7535,169.8399
14510.1294,-3.7567,169.7553,-3.7567,169.7553
14515.9873,-3.7599,169.6708,-3.7599,169.6708
14521.8453,-3.7630,169.5862,-3.7630,169.5862
14527.7032,-3.7662,169.5016,-3.7662,169.5016
14533.5611,-3.7694,169.4170,-3.7694,169.4170
14539.4191,-3.7725,169.3324,-3.7725,169.3324
14545.2770,-3.7757,169.2478,-3.7757,169.2478
14551.1350,-3.7789,169.1632,-3.7789,169.1632
14556.9929,-3.7820,169.0785,-3.7820,169.0785
14562.8509,-3.7852,168.9938,-3.7852,168.9938
14568.7088,-3.7884,168.9091,-3.7884,168.9091
14574.5668,-3.7916,168.8244,-3.7916,168.8244
14580.4247,-3.7948,168.7397,-3.7948,168.7397
14586.2826,-3.7979,168.6550,-3.7979,168.6550
14592.1406,-3.8011,168.5703,-3.8011,168.5703
14597.9985,-3.8043,168.4855,-3.8043,168.4855
14603.8565,-3.8075,168.4007,-3.8075,168.4007
14609.7144,-3.8107,168.3159,-3.8107,168.3159
14615.5724,-3.8139,168.2311,-3.8139,168.2311
14621.4303,-3.8171,168.1463,-3.8171,168.1463
14627.2883,-3.8202,168.0615,-3.8202,168.0615
14633.1462,-3.8234,167.9766,-3.8234,167.9766
14639.0041,-3.8266,167.8918,-3.8266,167.8918
14644.8621,-3.8298,167.8069,-3.8298,167.8069
14650.7200,-3.8330,167.7220,-3.8330,167.7220
14656.5780,-3.8362,167.6371,-3.8362,167.6371
14662.4359,-3.8394,167.5522,-3.8394,167.5522
14668.2939,-3.8426,167.4672,-3.8426,167.4672
14674.1518,-3.8458,167.3823,-3.8458,167.3823
14680.0098,-3.8490,167.2973,-3.8490,167.2973
14685.8677,-3.8523,167.2123,-3.8523,167.2123
14691.7257,-3.8555,167.1273,-3.8555,167.1273
14697.5836,-3.8587,167.0423,-3.8587,167.0423
14703.4415,-3.8619,166.9573,-3.8619,166.9573
14709.2995,-3.8651,166.8722,-3.8651,166.8722
14715.1574,-3.8683,166.7872,-3.8683,166.7872
14721.0154,-3.8715,166.7021,-3.8715,166.7021
14726.8733,-3.8748,166.6170,-3.8748,166.6170
14732.7313,-3.8780,166.5319,-3.8780,166.5319
14738.5892,-3.8812,166.4468,-3.8812,166.4468
14744.4472,-3.8844,166.3616,-3.8844,166.3616
14750.3051,-3.8877,166.2765,-3.8877,166.2765
14756.1630,-3.8909,166.1913,-3.8909,166.1913
14762.0210,-3.8941,166.1061,-3.8941,166.1061
14767.8789,-3.8973,166.0209,-3.8973,166.0209
