frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
14773.7369,-3.9006,165.9357,-3.9006,165.9357
14779.5948,-3.9038,165.8505,-3.9038,165.8505
14785.4528,-3.9070,165.7652,-3.9070,165.7652
14791.3107,-3.9103,165.6800,-3.9103,165.6800
14797.1687,-3.9135,165.5947,-3.9135,165.5947
14803.0266,-3.9168,165.5094,-3.9168,165.5094
14808.8845,-3.9200,165.4241,-3.9200,165.4241
14814.7425,-3.9232,165.3388,-3.9232,165.3388
14820.6004,-3.9265,165.2535,-3.9265,165.2535
14826.4584,-3.9297,165.1681,-3.9297,165.1681
14832.3163,-3.9330,165.0828,-3.9330,165.0828
14838.1743,-3.9362,164.9974,-3.9362,164.9974
14844.0322,-3.9395,164.9120,-3.9395,164.9120
14849.8902,-3.9427,164.8266,-3.9427,164.8266
14855.7481,-3.9460,164.7411,-3.9460,164.7411
14861.6061,-3.9492,164.6557,-3.9492,164.6557
14867.4640,-3.9525,164.5702,-3.9525,164.5702
14873.3219,-3.9558,164.4848,-3.9558,164.4848
14879.1799,-3.9590,164.3993,-3.9590,164.3993
14885.0378,-3.9623,164.3138,-3.9623,164.3138
14890.8958,-3.9655,164.2282,-3.9655,164.2282
14896.7537,-3.9688,164.1427,-3.9688,164.1427
14902.6117,-3.9721,164.0571,-3.9721,164.0571
14908.4696,-3.9753,163.9716,-3.9753,163.9716
14914.3276,-3.9786,163.8860,-3.9786,163.8860
14920.1855,-3.9819,163.8004,-3.9819,163.8004
14926.0434,-3.9852,163.7148,-3.9852,163.7148
14931.9014,-3.9884,163.6292,-3.9884,163.6292
14937.7593,-3.9917,163.5435,-3.9917,163.5435
14943.6173,-3.9950,163.4579,-3.9950,163.4579
14949.4752,-3.9983,163.3722,-3.9983,163.3722
14955.3332,-4.0015,163.2865,-4.0015,163.2865
14961.1911,-4.0048,163.2008,-4.0048,163.2008
14967.0491,-4.0081,163.1150,-4.0081,163.1150
14972.9070,-4.0114,163.0293,-4.0114,163.0293
14978.7649,-4.0147,162.9435,-4.0147,162.9435
14984.6229,-4.0180,162.8578,-4.0180,162.8578
14990.4808,-4.0213,162.7720,-4.0213,162.7720
14996.3388,-4.0246,162.6862,-4.0246,162.6862
15002.1967,-4.0279,162.6003,-4.0279,162.6003
15008.0547,-4.0311,162.5145,-4.0311,162.5145
15013.9126,-4.0344,162.4286,-4.0344,162.4286
15019.7706,-4.0377,162.3428,-4.0377,162.3428
15025.6285,-4.0410,162.2569,-4.0410,162.2569
15031.4865,-4.0443,162.1710,-4.0443,162.1710
15037.3444,-4.0476,162.0851,-4.0476,162.0851
15043.2023,-4.0510,161.9991,-4.0510,161.9991
15049.0603,-4.0543,161.9132,-4.0543,161.9132
15054.9182,-4.0576,161.8272,-4.0576,161.8272
15060.7762,-4.0609,161.7412,-4.0609,161.7412
15066.6341,-4.0642,161.6552,-4.0642,161.6552
15072.4921,-4.0675,161.5692,-4.0675,161.5692
15078.3500,-4.0708,161.4832,-4.0708,161.4832
15084.2080,-4.0741,161.3972,-4.0741,161.3972
15090.0659,-4.0774,161.3111,-4.0774,161.3111
15095.9238,-4.0808,161.2250,-4.0808,161.2250
15101.7818,-4.0841,161.1389,-4.0841,161.1389
15107.6397,-4.0874,161.0528,-4.0874,161.0528
15113.4977,-4.0907,160.9667,-4.0907,160.9667
15119.3556,-4.0941,160.8805,-4.0941,160.8805
15125.2136,-4.0974,160.7944,-4.0974,160.7944
15131.0715,-4.1007,160.7082,-4.1007,160.7082
15136.9295,-4.1040,160.6220,-4.1040,160.6220
15142.7874,-4.1074,160.5358,-4.1074,160.5358
15148.6454,-4.1107,160.4496,-4.1107,160.4496
15154.5033,-4.1140,160.3633,-4.1140,160.3633
15160.3612,-4.1174,160.2771,-4.1174,160.2771
15166.2192,-4.1207,160.1908,-4.1207,160.1908
15172.0771,-4.1240,160.1045,-4.1240,160.1045
15177.9351,-4.1274,160.0182,-4.1274,160.0182
15183.7930,-4.1307,159.9319,-4.1307,159.9319
15189.6510,-4.1341,159.8455,-4.1341,159.8455
15195.5089,-4.1374,159.7592,-4.1374,159.7592
15201.3669,-4.1408,159.6728,-4.1408,159.6728
15207.2248,-4.1441,159.5864,-4.1441,159.5864
15213.0827,-4.1475,159.5000,-4.1475,159.5000
15218.9407,-4.1508,159.4136,-4.1508,159.4136
15224.7986,-4.1542,159.3271,-4.1542,159.3271
15230.6566,-4.1575,159.2407,-4.1575,159.2407
15236.5145,-4.1609,159.1542,-4.1609,159.1542
15242.3725,-4.1642,159.0677,-4.1642,159.0677
15248.2304,-4.1676,158.9812,-4.1676,158.9812
15254.0884,-4.1710,158.8947,-4.1710,158.8947
15259.9463,-4.1743,158.8081,-4.1743,158.8081
15265.8042,-4.1777,158.7216,-4.1777,158.7216
15271.6622,-4.1810,158.6350,-4.1810,158.6350
15277.5201,-4.1844,158.5484,-4.1844,158.5484
15283.3781,-4.1878,158.4618,-4.1878,158.4618
15289.2360,-4.1912,158.3752,-4.1912,158.3752
15295.0940,-4.1945,158.2885,-4.1945,158.2885
15300.9519,-4.1979,158.2019,-4.1979,158.2019
15306.8099,-4.2013,158.1152,-4.2013,158.1152
15312.6678,-4.2046,158.0285,-4.2046,158.0285
15318.5258,-4.2080,157.9418,-4.2080,157.9418
15324.3837,-4.2114,157.8551,-4.2114,157.8551
15330.2416,-4.2148,157.7683,-4.2148,157.7683
15336.0996,-4.2182,157.6816,-4.2182,157.6816
15341.9575,-4.2216,157.5948,-4.2216,157.5948
15347.8155,-4.2249,157.5080,-4.2249,157.5080
15353.6734,-4.2283,157.4212,-4.2283,157.4212
15359.5314,-4.2317,157.3343,-4.2317,157.3343
15365.3893,-4.2351,157.2475,-4.2351,157.2475
15371.2473,-4.2385,157.1606,-4.2385,157.1606
15377.1052,-4.2419,157.0737,-4.2419,157.0737
15382.9631,-4.2453,156.9869,-4.2453,156.9869
15388.8211,-4.2487,156.8999,-4.2487,156.8999
15394.6790,-4.2521,156.8130,-4.2521,156.8130
15400.5370,-4.2555,156.7261,-4.2555,156.7261
15406.3949,-4.2589,156.6391,-4.2589,156.6391
15412.2529,-4.2623,156.5521,-4.2623,156.5521
15418.1108,-4.2657,156.4651,-4.2657,156.4651
15423.9688,-4.2691,156.3781,-4.2691,156.3781
15429.8267,-4.2725,156.2911,-4.2725,156.2911
15435.6846,-4.2759,156.2040,-4.2759,156.2040
15441.5426,-4.2793,156.1170,-4.2793,156.1170
15447.4005,-4.2827,156.0299,-4.2827,156.0299
15453.2585,-4.2861,155.9427,-4.2861,155.9427
15459.1164,-4.2896,155.8556,-4.2896,155.8556
15464.9744,-4.2930,155.7685,-4.2930,155.7685
15470.8323,-4.2964,155.6813,-4.2964,155.6813
15476.6903,-4.2998,155.5942,-4.2998,155.5942
15482.5482,-4.3032,155.5070,-4.3032,155.5070
15488.4062,-4.3067,155.4198,-4.3067,155.4198
15494.2641,-4.3101,155.3326,-4.3101,155.3326
15500.1220,-4.3135,155.2453,-4.3135,155.2453
15505.9800,-4.3169,155.1581,-4.3169,155.1581
15511.8379,-4.3204,155.0708,-4.3204,155.0708
15517.6959,-4.3238,154.9835,-4.3238,154.9835
15523.5538,-4.3272,154.8961,-4.3272,154.8961
15529.4118,-4.3306,154.8088,-4.3306,154.8088
15535.2697,-4.3341,154.7215,-4.3341,154.7215
15541.1277,-4.3375,154.6341,-4.3375,154.6341
15546.9856,-4.3410,154.5467,-4.3410,154.5467
15552.8435,-4.3444,154.4593,-4.3444,154.4593
15558.7015,-4.3478,154.3719,-4.3478,154.3719
15564.5594,-4.3513,154.2845,-4.3513,154.2845
15570.4174,-4.3547,154.1970,-4.3547,154.1970
15576.2753,-4.3582,154.1095,-4.3582,154.1095
15582.1333,-4.3616,154.0220,-4.3616,154.0220
15587.9912,-4.3651,153.9345,-4.3651,153.9345
15593.8492,-4.3685,153.8470,-4.3685,153.8470
15599.7071,-4.3720,153.7595,-4.3720,153.7595
15605.5650,-4.3754,153.6719,-4.3754,153.6719
15611.4230,-4.3789,153.5843,-4.3789,153.5843
15617.2809,-4.3823,153.4967,-4.3823,153.4967
15623.1389,-4.3858,153.4091,-4.3858,153.4091
15628.9968,-4.3892,153.3215,-4.3892,153.3215
15634.8548,-4.3927,153.2338,-4.3927,153.2338
15640.7127,-4.3962,153.1462,-4.3962,153.1462
15646.5707,-4.3996,153.0585,-4.3996,153.0585
15652.4286,-4.4031,152.9708,-4.4031,152.9708
15658.2866,-4.4066,152.8831,-4.4066,152.8831
15664.1445,-4.4100,152.7953,-4.4100,152.7953
15670.0024,-4.4135,152.7076,-4.4135,152.7076
15675.8604,-4.4170,152.6198,-4.4170,152.6198
15681.7183,-4.4204,152.5320,-4.4204,152.5320
15687.5763,-4.4239,152.4442,-4.4239,152.4442
15693.4342,-4.4274,152.3563,-4.4274,152.3563
15699.2922,-4.4309,152.2685,-4.4309,152.2685
15705.1501,-4.4343,152.1806,-4.4343,152.1806
15711.0081,-4.4378,152.0927,-4.4378,152.0927
15716.8660,-4.4413,152.0048,-4.4413,152.0048
15722.7239,-4.4448,151.9169,-4.4448,151.9169
15728.5819,-4.4483,151.8290,-4.4483,151.8290
15734.4398,-4.4518,151.7410,-4.4518,151.7410
15740.2978,-4.4552,151.6530,-4.4552,151.6530
15746.1557,-4.4587,151.5650,-4.4587,151.5650
15752.0137,-4.4622,151.4770,-4.4622,151.4770
15757.8716,-4.4657,151.3890,-4.4657,151.3890
15763.7296,-4.4692,151.3009,-4.4692,151.3009
15769.5875,-4.4727,151.2129,-4.4727,151.2129
15775.4454,-4.4762,151.1248,-4.4762,151.1248
15781.3034,-4.4797,151.0367,-4.4797,151.0367
15787.1613,-4.4832,150.9485,-4.4832,150.9485
15793.0193,-4.4867,150.8604,-4.4867,150.8604
15798.8772,-4.4902,150.7722,-4.4902,150.7722
15804.7352,-4.4937,150.6841,-4.4937,150.6841
15810.5931,-4.4972,150.5959,-4.4972,150.5959
15816.4511,-4.5007,150.5077,-4.5007,150.5077
15822.3090,-4.5042,150.4194,-4.5042,150.4194
15828.1670,-4.5077,150.3312,-4.5077,150.3312
15834.0249,-4.5112,150.2429,-4.5112,150.2429
15839.8828,-4.5148,150.1546,-4.5148,150.1546
15845.7408,-4.5183,150.0663,-4.5183,150.0663
15851.5987,-4.5218,149.9780,-4.5218,149.9780
15857.4567,-4.5253,149.8896,-4.5253,149.8896
15863.3146,-4.5288,149.8012,-4.5288,149.8012
15869.1726,-4.5323,149.7129,-4.5323,149.7129
15875.0305,-4.5359,149.6245,-4.5359,149.6245
15880.8885,-4.5394,149.5360,-4.5394,149.5360
15886.7464,-4.5429,149.4476,-4.5429,149.4476
15892.6043,-4.5464,149.3591,-4.5464,149.3591
15898.4623,-4.5500,149.2706,-4.5500,149.2706
15904.3202,-4.5535,149.1822,-4.5535,149.1822
15910.1782,-4.5570,149.0936,-4.5570,149.0936
15916.0361,-4.5606,149.0051,-4.5606,149.0051
15921.8941,-4.5641,148.9165,-4.5641,148.9165
15927.7520,-4.5676,148.8280,-4.5676,148.8280
15933.6100,-4.5712,148.7394,-4.5712,148.7394
15939.4679,-4.5747,148.6508,-4.5747,148.6508
15945.3258,-4.5782,148.5621,-4.5782,148.5621
15951.1838,-4.5818,148.4735,-4.5818,148.4735
15957.0417,-4.5853,148.3848,-4.5853,148.3848
15962.8997,-4.5889,148.2961,-4.5889,148.2961
15968.7576,-4.5924,148.2074,-4.5924,148.2074
15974.6156,-4.5960,148.1187,-4.5960,148.1187
15980.4735,-4.5995,148.0300,-4.5995,148.0300
15986.3315,-4.6031,147.9412,-4.6031,147.9412
15992.1894,-4.6066,147.8524,-4.6066,147.8524
15998.0474,-4.6102,147.7636,-4.6102,147.7636
16003.9053,-4.6137,147.6748,-4.6137,147.6748
16009.7632,-4.6173,147.5859,-4.6173,147.5859
16015.6212,-4.6208,147.4971,-4.6208,147.4971
16021.4791,-4.6244,147.4082,-4.6244,147.4082
16027.3371,-4.6279,147.3193,-4.6279,147.3193
16033.1950,-4.6315,147.2304,-4.6315,147.2304
16039.0530,-4.6351,147.1414,-4.6351,147.1414
16044.9109,-4.6386,147.0525,-4.6386,147.0525
16050.7689,-4.6422,146.9635,-4.6422,146.9635
16056.6268,-4.6458,146.8745,-4.6458,146.8745
16062.4847,-4.6493,146.7855,-4.6493,146.7855
16068.3427,-4.6529,146.6964,-4.6529,146.6964
16074.2006,-4.6565,146.6074,-4.6565,146.6074
16080.0586,-4.6600,146.5183,-4.6600,146.5183
16085.9165,-4.6636,146.4292,-4.6636,146.4292
16091.7745,-4.6672,146.3401,-4.6672,146.3401
16097.6324,-4.6708,146.2510,-4.6708,146.2510
16103.4904,-4.6743,146.1618,-4.6743,146.1618
16109.3483,-4.6779,146.0726,-4.6779,146.0726
16115.2062,-4.6815,145.9835,-4.6815,145.9835
16121.0642,-4.6851,145.8943,-4.6851,145.8943
16126.9221,-4.6887,145.8050,-4.6887,145.8050
16132.7801,-4.6922,145.7158,-4.6922,145.7158
16138.6380,-4.6958,145.6265,-4.6958,145.6265
16144.4960,-4.6994,145.5372,-4.6994,145.5372
16150.3539,-4.7030,145.4479,-4.7030,145.4479
16156.2119,-4.7066,145.3586,-4.7066,145.3586
16162.0698,-4.7102,145.2692,-4.7102,145.2692
16167.9278,-4.7138,145.1798,-4.7138,145.1798
16173.7857,-4.7174,145.0904,-4.7174,145.0904
16179.6436,-4.7210,145.0011,-4.7210,145.0011
16185.5016,-4.7246,144.9116,-4.7246,144.9116
16191.3595,-4.7282,144.8222,-4.7282,144.8222
16197.2175,-4.7318,144.7327,-4.7318,144.7327
16203.0754,-4.7354,144.6432,-4.7354,144.6432
16208.9334,-4.7390,144.5537,-4.7390,144.5537
16214.7913,-4.7426,144.4642,-4.7426,144.4642
16220.6493,-4.7462,144.3746,-4.7462,144.3746
16226.5072,-4.7498,144.2850,-4.7498,144.2850
16232.3651,-4.7534,144.1954,-4.7534,144.1954
16238.2231,-4.7570,144.1059,-4.7570,144.1059
16244.0810,-4.7606,144.0162,-4.7606,144.0162
16249.9390,-4.7642,143.9266,-4.7642,143.9266
16255.7969,-4.7679,143.8369,-4.7679,143.8369
16261.6549,-4.7715,143.7472,-4.7715,143.7472
16267.5128,-4.7751,143.6575,-4.7751,143.6575
16273.3708,-4.7787,143.5678,-4.7787,143.5678
16279.2287,-4.7823,143.4780,-4.7823,143.4780
16285.0866,-4.7860,143.3882,-4.7860,143.3882
16290.9446,-4.7896,143.2984,-4.7896,143.2984
16296.8025,-4.7932,143.2086,-4.7932,143.2086
16302.6605,-4.7968,143.1188,-4.7968,143.1188
16308.5184,-4.8005,143.0290,-4.8005,143.0290
16314.3764,-4.8041,142.9391,-4.8041,142.9391
16320.2343,-4.8077,142.8492,-4.8077,142.8492
16326.0923,-4.8113,142.7593,-4.8113,142.7593
16331.9502,-4.8150,142.6693,-4.8150,142.6693
16337.8082,-4.8186,142.5794,-4.8186,142.5794
16343.6661,-4.8222,142.4894,-4.8222,142.4894
16349.5240,-4.8259,142.3994,-4.8259,142.3994
16355.3820,-4.8295,142.3094,-4.8295,142.3094
16361.2399,-4.8332,142.2193,-4.8332,142.2193
16367.0979,-4.8368,142.1293,-4.8368,142.1293
16372.9558,-4.8404,142.0392,-4.8404,142.0392
16378.8138,-4.8441,141.9491,-4.8441,141.9491
16384.6717,-4.8477,141.8590,-4.8477,141.8590
16390.5297,-4.8514,141.7689,-4.8514,141.7689
16396.3876,-4.8550,141.6787,-4.8550,141.6787
16402.2455,-4.8587,141.5885,-4.8587,141.5885
16408.1035,-4.8623,141.4983,-4.8623,141.4983
16413.9614,-4.8660,141.4081,-4.8660,141.4081
16419.8194,-4.8696,141.3178,-4.8696,141.3178
16425.6773,-4.8733,141.2276,-4.8733,141.2276
16431.5353,-4.8769,141.1373,-4.8769,141.1373
16437.3932,-4.8806,141.0470,-4.8806,141.0470
16443.2512,-4.8843,140.9566,-4.8843,140.9566
16449.1091,-4.8879,140.8663,-4.8879,140.8663
16454.9670,-4.8916,140.7759,-4.8916,140.7759
16460.8250,-4.8952,140.6855,-4.8952,140.6855
16466.6829,-4.8989,140.5951,-4.8989,140.5951
16472.5409,-4.9026,140.5047,-4.9026,140.5047
16478.3988,-4.9062,140.4142,-4.9062,140.4142
16484.2568,-4.9099,140.3237,-4.9099,140.3237
16490.1147,-4.9136,140.2333,-4.9136,140.2333
16495.9727,-4.9172,140.1427,-4.9172,140.1427
16501.8306,-4.9209,140.0522,-4.9209,140.0522
16507.6886,-4.9246,139.9616,-4.9246,139.9616
16513.5465,-4.9283,139.8711,-4.9283,139.8711
16519.4044,-4.9319,139.7805,-4.9319,139.7805
16525.2624,-4.9356,139.6898,-4.9356,139.6898
16531.1203,-4.9393,139.5992,-4.9393,139.5992
16536.9783,-4.9430,139.5085,-4.9430,139.5085
16542.8362,-4.9466,139.4178,-4.9466,139.4178
16548.6942,-4.9503,139.3271,-4.9503,139.3271
16554.5521,-4.9540,139.2364,-4.9540,139.2364
16560.4101,-4.9577,139.1457,-4.9577,139.1457
16566.2680,-4.9614,139.0549,-4.9614,139.0549
16572.1259,-4.9651,138.9641,-4.9651,138.9641
16577.9839,-4.9688,138.8733,-4.9688,138.8733
16583.8418,-4.9725,138.7824,-4.9725,138.7824
16589.6998,-4.9761,138.6916,-4.9761,138.6916
16595.5577,-4.9798,138.6007,-4.9798,138.6007
16601.4157,-4.9835,138.5098,-4.9835,138.5098
16607.2736,-4.9872,138.4189,-4.9872,138.4189
16613.1316,-4.9909,138.3279,-4.9909,138.3279
16618.9895,-4.9946,138.2370,-4.9946,138.2370
16624.8474,-4.9983,138.1460,-4.9983,138.1460
16630.7054,-5.0020,138.0549,-5.0020,138.0549
16636.5633,-5.0057,137.9639,-5.0057,137.9639
16642.4213,-5.0094,137.8729,-5.0094,137.8729
16648.2792,-5.0131,137.7818,-5.0131,137.7818
16654.1372,-5.0168,137.6907,-5.0168,137.6907
16659.9951,-5.0205,137.5996,-5.0205,137.5996
16665.8531,-5.0242,137.5084,-5.0242,137.5084
16671.7110,-5.0280,137.4173,-5.0280,137.4173
16677.5690,-5.0317,137.3261,-5.0317,137.3261
16683.4269,-5.0354,137.2349,-5.0354,137.2349
16689.2848,-5.0391,137.1436,-5.0391,137.1436
16695.1428,-5.0428,137.0524,-5.0428,137.0524
16701.0007,-5.0465,136.9611,-5.0465,136.9611
16706.8587,-5.0502,136.8698,-5.0502,136.8698
16712.7166,-5.0540,136.7785,-5.0540,136.7785
16718.5746,-5.0577,136.6872,-5.0577,136.6872
16724.4325,-5.0614,136.5958,-5.0614,136.5958
16730.2905,-5.0651,136.5044,-5.0651,136.5044
16736.1484,-5.0688,136.4130,-5.0688,136.4130
16742.0063,-5.0726,136.3216,-5.0726,136.3216
16747.8643,-5.0763,136.2301,-5.0763,136.2301
16753.7222,-5.0800,136.1387,-5.0800,136.1387
16759.5802,-5.0838,136.0472,-5.0838,136.0472
16765.4381,-5.0875,135.9557,-5.0875,135.9557
16771.2961,-5.0912,135.8641,-5.0912,135.8641
16777.1540,-5.0949,135.7726,-5.0949,135.7726
16783.0120,-5.0987,135.6810,-5.0987,135.6810
16788.8699,-5.1024,135.5894,-5.1024,135.5894
16794.7278,-5.1061,135.4977,-5.1061,135.4977
16800.5858,-5.1099,135.4061,-5.1099,135.4061
16806.4437,-5.1136,135.3144,-5.1136,135.3144
16812.3017,-5.1174,135.2227,-5.1174,135.2227
16818.1596,-5.1211,135.1310,-5.1211,135.1310
16824.0176,-5.1248,135.0393,-5.1248,135.0393
16829.8755,-5.1286,134.9475,-5.1286,134.9475
16835.7335,-5.1323,134.8557,-5.1323,134.8557
16841.5914,-5.1361,134.7639,-5.1361,134.7639
16847.4494,-5.1398,134.6721,-5.1398,134.6721
16853.3073,-5.1436,134.5802,-5.1436,134.5802
16859.1652,-5.1473,134.4884,-5.1473,134.4884
16865.0232,-5.1511,134.3965,-5.1511,134.3965
16870.8811,-5.1548,134.3045,-5.1548,134.3045
16876.7391,-5.1586,134.2126,-5.1586,134.2126
16882.5970,-5.1623,134.1206,-5.1623,134.1206
16888.4550,-5.1661,134.0286,-5.1661,134.0286
16894.3129,-5.1698,133.9366,-5.1698,133.9366
16900.1709,-5.1736,133.8446,-5.1736,133.8446
16906.0288,-5.1774,133.7525,-5.1774,133.7525
16911.8867,-5.1811,133.6605,-5.1811,133.6605
16917.7447,-5.1849,133.5684,-5.1849,133.5684
16923.6026,-5.1886,133.4762,-5.1886,133.4762
16929.4606,-5.1924,133.3841,-5.1924,133.3841
16935.3185,-5.1962,133.2919,-5.1962,133.2919
16941.1765,-5.1999,133.1997,-5.1999,133.1997
16947.0344,-5.2037,133.1075,-5.2037,133.1075
16952.8924,-5.2075,133.0153,-5.2075,133.0153
16958.7503,-5.2112,132.9230,-5.2112,132.9230
16964.6082,-5.2150,132.8307,-5.2150,132.8307
16970.4662,-5.2188,132.7384,-5.2188,132.7384
16976.3241,-5.2226,132.6461,-5.2226,132.6461
16982.1821,-5.2263,132.5537,-5.2263,132.5537
16988.0400,-5.2301,132.4613,-5.2301,132.4613
16993.8980,-5.2339,132.3689,-5.2339,132.3689
16999.7559,-5.2377,132.2765,-5.2377,132.2765
17005.6139,-5.2414,132.1841,-5.2414,132.1841
17011.4718,-5.2452,132.0916,-5.2452,132.0916
17017.3298,-5.2490,131.9991,-5.2490,131.9991
17023.1877,-5.2528,131.9066,-5.2528,131.9066
17029.0456,-5.2566,131.8140,-5.2566,131.8140
17034.9036,-5.2604,131.7215,-5.2604,131.7215
17040.7615,-5.2641,131.6288,-5.2641,131.6288
17046.6195,-5.2679,131.5363,-5.2679,131.5363
17052.4774,-5.2717,131.4436,-5.2717,131.4436
17058.3354,-5.2755,131.3510,-5.2755,131.3510
17064.1933,-5.2793,131.2583,-5.2793,131.2583
17070.0513,-5.2831,131.1656,-5.2831,131.1656
17075.9092,-5.2869,131.0728,-5.2869,131.0728
17081.7671,-5.2907,130.9801,-5.2907,130.9801
17087.6251,-5.2945,130.8873,-5.2945,130.8873
17093.4830,-5.2983,130.7945,-5.2983,130.7945
17099.3410,-5.3021,130.7017,-5.3021,130.7017
17105.1989,-5.3059,130.6088,-5.3059,130.6088
17111.0569,-5.3097,130.5159,-5.3097,130.5159
17116.9148,-5.3135,130.4230,-5.3135,130.4230
17122.7728,-5.3173,130.3301,-5.3173,130.3301
17128.6307,-5.3211,130.2372,-5.3211,130.2372
17134.4887,-5.3249,130.1442,-5.3249,130.1442
17140.3466,-5.3287,130.0512,-5.3287,130.0512
17146.2045,-5.3325,129.9582,-5.3325,129.9582
17152.0625,-5.3363,129.8652,-5.3363,129.8652
17157.9204,-5.3401,129.7721,-5.3401,129.7721
17163.7784,-5.3439,129.6790,-5.3439,129.6790
17169.6363,-5.3477,129.5859,-5.3477,129.5859
17175.4943,-5.3515,129.4928,-5.3515,129.4928
17181.3522,-5.3553,129.3996,-5.3553,129.3996
17187.2102,-5.3591,129.3064,-5.3591,129.3064
17193.0681,-5.3630,129.2132,-5.3630,129.2132
17198.9260,-5.3668,129.1200,-5.3668,129.1200
17204.7840,-5.3706,129.0267,-5.3706,129.0267
17210.6419,-5.3744,128.9335,-5.3744,128.9335
17216.4999,-5.3782,128.8401,-5.3782,128.8401
17222.3578,-5.3821,128.7468,-5.3821,128.7468
17228.2158,-5.3859,128.6535,-5.3859,128.6535
17234.0737,-5.3897,128.5601,-5.3897,128.5601
17239.9317,-5.3935,128.4667,-5.3935,128.4667
17245.7896,-5.3973,128.3733,-5.3973,128.3733
17251.6475,-5.4012,128.2798,-5.4012,128.2798
17257.5055,-5.4050,128.1863,-5.4050,128.1863
17263.3634,-5.4088,128.0928,-5.4088,128.0928
17269.2214,-5.4127,127.9993,-5.4127,127.9993
17275.0793,-5.4165,127.9058,-5.4165,127.9058
17280.9373,-5.4203,127.8122,-5.4203,127.8122
17286.7952,-5.4241,127.7186,-5.4241,127.7186
17292.6532,-5.4280,127.6250,-5.4280,127.6250
17298.5111,-5.4318,127.5313,-5.4318,127.5313
17304.3691,-5.4356,127.4376,-5.4356,127.4376
17310.2270,-5.4395,127.3440,-5.4395,127.3440
17316.0849,-5.4433,127.2502,-5.4433,127.2502
17321.9429,-5.4471,127.1565,-5.4471,127.1565
17327.8008,-5.4510,127.0627,-5.4510,127.0627
17333.6588,-5.4548,126.9689,-5.4548,126.9689
17339.5167,-5.4587,126.8751,-5.4587,126.8751
17345.3747,-5.4625,126.7813,-5.4625,126.7813
17351.2326,-5.4664,126.6874,-5.4664,126.6874
17357.0906,-5.4702,126.5935,-5.4702,126.5935
17362.9485,-5.4740,126.4996,-5.4740,126.4996
17368.8064,-5.4779,126.4056,-5.4779,126.4056
17374.6644,-5.4817,126.3117,-5.4817,126.3117
17380.5223,-5.4856,126.2177,-5.4856,126.2177
17386.3803,-5.4894,126.1236,-5.4894,126.1236
17392.2382,-5.4933,126.0296,-5.4933,126.0296
17398.0962,-5.4971,125.9355,-5.4971,125.9355
17403.9541,-5.5010,125.8414,-5.5010,125.8414
17409.8121,-5.5048,125.7473,-5.5048,125.7473
17415.6700,-5.5087,125.6532,-5.5087,125.6532
17421.5279,-5.5125,125.5590,-5.5125,125.5590
17427.3859,-5.5164,125.4648,-5.5164,125.4648
17433.2438,-5.5203,125.3706,-5.5203,125.3706
17439.1018,-5.5241,125.2764,-5.5241,125.2764
17444.9597,-5.5280,125.1821,-5.5280,125.1821
17450.8177,-5.5318,125.0878,-5.5318,125.0878
17456.6756,-5.5357,124.9935,-5.5357,124.9935
17462.5336,-5.5395,124.8991,-5.5395,124.8991
17468.3915,-5.5434,124.8048,-5.5434,124.8048
17474.2495,-5.5473,124.7104,-5.5473,124.7104
17480.1074,-5.5511,124.6159,-5.5511,124.6159
17485.9653,-5.5550,124.5215,-5.5550,124.5215
17491.8233,-5.5589,124.4270,-5.5589,124.4270
17497.6812,-5.5627,124.3325,-5.5627,124.3325
17503.5392,-5.5666,124.2380,-5.5666,124.2380
17509.3971,-5.5705,124.1434,-5.5705,124.1434
17515.2551,-5.5743,124.0489,-5.5743,124.0489
17521.1130,-5.5782,123.9542,-5.5782,123.9542
17526.9710,-5.5821,123.8596,-5.5821,123.8596
17532.8289,-5.5860,123.7650,-5.5860,123.7650
17538.6868,-5.5898,123.6703,-5.5898,123.6703
17544.5448,-5.5937,123.5756,-5.5937,123.5756
17550.4027,-5.5976,123.4809,-5.5976,123.4809
17556.2607,-5.6015,123.3861,-5.6015,123.3861
17562.1186,-5.6053,123.2913,-5.6053,123.2913
17567.9766,-5.6092,123.1965,-5.6092,123.1965
17573.8345,-5.6131,123.1017,-5.6131,123.1017
17579.6925,-5.6170,123.0068,-5.6170,123.0068
17585.5504,-5.6208,122.9119,-5.6208,122.9119
17591.4083,-5.6247,122.8170,-5.6247,122.8170
17597.2663,-5.6286,122.7221,-5.6286,122.7221
17603.1242,-5.6325,122.6271,-5.6325,122.6271
17608.9822,-5.6364,122.5321,-5.6364,122.5321
17614.8401,-5.6403,122.4371,-5.6403,122.4371
17620.6981,-5.6441,122.3421,-5.6441,122.3421
17626.5560,-5.6480,122.2470,-5.6480,122.2470
17632.4140,-5.6519,122.1519,-5.6519,122.1519
17638.2719,-5.6558,122.0568,-5.6558,122.0568
17644.1299,-5.6597,121.9617,-5.6597,121.9617
17649.9878,-5.6636,121.8665,-5.6636,121.8665
17655.8457,-5.6675,121.7713,-5.6675,121.7713
17661.7037,-5.6714,121.6761,-5.6714,121.6761
17667.5616,-5.6753,121.5808,-5.6753,121.5808
17673.4196,-5.6791,121.4855,-5.6791,121.4855
17679.2775,-5.6830,121.3902,-5.6830,121.3902
17685.1355,-5.6869,121.2949,-5.6869,121.2949
